"school" "grade" "year" "subject" "block" "blockid" "nsb" "alpha_sb" "Y_sb" "Y_sb_tilde" "blp"
"sch19" "6" "2" "ela" "t2_g6_bela" 11 24 -2.85491022720892 50.9166666666667 53.7715768938756 55.5854679107383
"sch19" "6" "2" "math" "t2_g6_bmath" 12 23 0.0619385014581493 43.5652173913044 43.5032788898462 48.4100071470999
"sch20" "4" "1" "ela" "t1_g4_bela" 1 24 -0.498716470210612 38.5833333333333 39.0820498035439 44.7695715326529
"sch20" "4" "1" "math" "t1_g4_bmath" 2 24 -1.2024045804468 55.75 56.9524045804468 55.9389551750377
"sch20" "5" "1" "ela" "t1_g5_bela" 3 21 6.51688193490214 49.9523809523809 43.4354990174788 51.8585921557716
"sch20" "5" "1" "math" "t1_g5_bmath" 4 22 1.17617360665011 44.7272727272727 43.5510991206226 46.6438231146676
"sch20" "6" "1" "ela" "t1_g6_bela" 5 23 -0.841814702402032 52.1739130434783 53.0157277458803 51.1974551010979
"sch20" "6" "1" "math" "t1_g6_bmath" 6 23 0.417935963921926 51.0869565217391 50.6690205578172 52.9490874200984
"sch20" "4" "2" "ela" "t2_g4_bela" 7 18 0.0184877874242021 75.0555555555556 75.0370677681314 68.274215643446
"sch20" "4" "2" "math" "t2_g4_bmath" 8 18 4.2871108122549 54.6666666666667 50.3795558544118 57.5259841923311
"sch20" "5" "2" "ela" "t2_g5_bela" 9 21 1.45188738544389 78.4285714285714 76.9766840431275 69.4428514256244
"sch20" "5" "2" "math" "t2_g5_bmath" 10 21 1.17501599242972 50.5238095238095 49.3487935313798 49.5985136716036
"sch20" "6" "2" "ela" "t2_g6_bela" 11 20 -3.34870727323579 59.1 62.4487072732358 58.0352629522341
"sch20" "6" "2" "math" "t2_g6_bmath" 12 20 0.281946944258111 49.2 48.9180530557419 51.868869352103
